order_id, customer_id, order_status, order_date, required_date, shipped_date, store_id,staff_id
598,40,3,'20161209','20161209',NULL,1,3
599,1,4,'20161209','20161210','20161212',2,6
600,624,4,'20161209','20161212','20161211',2,7
601,683,4,'20161209','20161210','20161210',2,6
602,823,4,'20161209','20161210','20161211',2,6
603,1032,4,'20161209','20161210','20161210',2,7
604,96,4,'20161210','20161213','20161212',2,7
605,1208,4,'20161210','20161211','20161212',2,6
606,18,4,'20161211','20161212','20161213',2,7
607,309,4,'20161211','20161214','20161213',2,6
608,1103,4,'20161212','20161215','20161214',1,3
609,896,4,'20161212','20161213','20161214',2,7
610,711,4,'20161213','20161215','20161214',2,6
611,1073,4,'20161215','20161217','20161218',2,7
612,634,4,'20161216','20161217','20161217',2,7
613,1159,4,'20161217','20161219','20161219',2,7
614,654,4,'20161218','20161221','20161221',1,2
615,560,4,'20161219','20161222','20161221',3,9
616,1444,4,'20161220','20161223','20161223',2,6
617,118,4,'20161221','20161223','20161223',2,7
618,131,4,'20161221','20161222','20161222',2,6
619,454,4,'20161222','20161225','20161225',2,7
620,466,4,'20161222','20161224','20161224',2,6
621,1157,4,'20161223','20161225','20161224',2,6
622,1398,4,'20161223','20161226','20161225',2,7
623,678,4,'20161224','20161226','20161227',2,6
624,814,4,'20161224','20161225','20161227',2,6
625,1163,4,'20161225','20161228','20161226',1,2
626,130,4,'20161225','20161228','20161227',2,7
627,1119,4,'20161225','20161226','20161228',2,6
628,561,4,'20161226','20161229','20161227',1,3
629,973,4,'20161226','20161227','20161229',1,2
630,1404,4,'20161226','20161227','20161228',2,6
631,855,4,'20161227','20161229','20161229',1,3
632,163,4,'20161227','20161229','20161229',2,7
633,1040,4,'20161228','20161231','20161230',3,8
634,27,4,'20161229','20170101','20161230',2,6
635,520,4,'20161230','20170102','20161231',2,6
636,532,4,'20170103','20170104','20170105',1,2
637,512,4,'20170103','20170105','20170105',2,6
638,1302,4,'20170104','20170105','20170106',2,7
639,550,4,'20170106','20170107','20170107',2,6
640,1093,4,'20170106','20170108','20170107',2,6
641,673,4,'20170107','20170110','20170108',1,3
642,847,4,'20170107','20170109','20170110',2,7
643,901,4,'20170108','20170109','20170111',1,3
644,439,4,'20170108','20170111','20170110',2,6
645,1199,4,'20170108','20170111','20170110',2,6
646,975,4,'20170109','20170112','20170111',1,2
647,283,4,'20170109','20170110','20170111',2,7
648,684,4,'20170109','20170111','20170111',2,6
649,1153,4,'20170110','20170111','20170113',1,3
650,729,4,'20170111','20170114','20170112',1,2
651,190,4,'20170111','20170113','20170113',2,7
652,985,4,'20170112','20170115','20170113',3,9
653,1249,4,'20170114','20170117','20170115',1,2
654,1129,4,'20170114','20170115','20170117',2,7
655,347,4,'20170116','20170117','20170118',1,3
656,949,4,'20170116','20170117','20170118',2,7
657,349,4,'20170117','20170119','20170120',1,2
658,1051,4,'20170117','20170118','20170118',2,7
659,1391,4,'20170117','20170119','20170118',2,7
660,383,4,'20170118','20170119','20170119',2,7
661,626,4,'20170118','20170119','20170120',2,6
662,1125,4,'20170119','20170120','20170120',1,3
663,344,4,'20170120','20170122','20170123',1,3
664,681,4,'20170120','20170123','20170122',2,7
665,29,4,'20170121','20170122','20170123',2,6
666,770,4,'20170121','20170122','20170124',2,7
667,858,4,'20170122','20170124','20170125',2,7
668,297,4,'20170122','20170123','20170124',3,8
669,745,4,'20170123','20170124','20170126',2,7
670,361,4,'20170124','20170125','20170125',2,6
671,922,4,'20170125','20170128','20170126',2,7
672,908,4,'20170126','20170129','20170129',2,6
673,64,4,'20170126','20170128','20170127',3,9
674,733,4,'20170127','20170128','20170129',2,6
675,291,4,'20170128','20170131','20170130',2,7
676,790,4,'20170128','20170130','20170131',2,7
677,809,4,'20170128','20170131','20170130',2,7
678,250,4,'20170128','20170129','20170131',3,9
679,81,4,'20170129','20170130','20170130',1,3
680,245,4,'20170129','20170201','20170130',1,3
681,499,4,'20170129','20170201','20170131',2,7
682,614,4,'20170129','20170130','20170130',2,6
683,741,4,'20170129','20170131','20170201',2,6
684,762,4,'20170131','20170201','20170202',2,6
685,976,4,'20170131','20170203','20170202',2,7
686,380,4,'20170201','20170203','20170204',2,7
687,530,4,'20170202','20170205','20170204',1,3
688,343,4,'20170202','20170203','20170205',2,7
689,884,4,'20170202','20170203','20170205',2,7
690,1097,4,'20170203','20170204','20170206',1,2
691,1081,4,'20170204','20170206','20170206',2,7
692,2,3,'20170205','20170205',NULL,1,3
693,1233,4,'20170205','20170207','20170206',1,3
694,58,4,'20170205','20170206','20170208',2,7
695,606,4,'20170205','20170208','20170207',2,7
696,1242,4,'20170205','20170208','20170208',2,7
697,562,4,'20170206','20170208','20170209',1,2
698,543,4,'20170206','20170208','20170209',3,8
699,958,4,'20170206','20170208','20170209',3,9
700,4,4,'20170207','20170210','20170208',2,6
701,850,4,'20170207','20170208','20170209',3,9
702,1352,4,'20170208','20170209','20170211',1,3
703,417,4,'20170208','20170209','20170209',2,7
704,1137,4,'20170208','20170209','20170211',2,6
705,1196,4,'20170208','20170211','20170211',2,7
706,1271,4,'20170209','20170212','20170210',1,2
707,79,4,'20170209','20170211','20170211',2,7
708,660,4,'20170210','20170212','20170211',1,2
709,1162,4,'20170211','20170213','20170212',2,6
710,295,4,'20170213','20170215','20170216',2,6
711,1246,4,'20170213','20170216','20170214',2,6
712,173,4,'20170213','20170214','20170216',3,9
713,207,4,'20170213','20170214','20170215',3,8
714,805,4,'20170214','20170217','20170215',2,7
715,12,3,'20170215','20170215',NULL,2,6
716,672,4,'20170215','20170217','20170218',2,6
717,1312,4,'20170215','20170218','20170217',2,6
718,38,4,'20170216','20170217','20170217',2,7
719,200,4,'20170216','20170219','20170218',2,6
720,382,4,'20170216','20170219','20170219',2,6
721,625,4,'20170216','20170219','20170217',2,7
722,1399,4,'20170218','20170220','20170221',2,7
723,845,4,'20170219','20170221','20170222',2,6
724,864,4,'20170219','20170222','20170221',2,6
725,870,4,'20170219','20170222','20170222',2,7
726,969,4,'20170219','20170222','20170220',2,6
727,962,4,'20170219','20170222','20170221',3,9
728,1138,4,'20170220','20170221','20170223',1,3
729,897,4,'20170220','20170222','20170221',2,7
730,500,4,'20170221','20170224','20170222',2,6
731,910,4,'20170225','20170227','20170227',3,9
732,147,4,'20170226','20170227','20170301',2,7
733,832,4,'20170226','20170301','20170227',2,7
734,939,4,'20170226','20170228','20170301',3,9
735,20,3,'20170227','20170227',NULL,3,9
736,184,4,'20170227','20170228','20170228',2,7
737,694,4,'20170227','20170301','20170228',2,6
738,124,4,'20170228','20170301','20170303',1,2
739,49,4,'20170228','20170301','20170302',2,6
740,1113,4,'20170228','20170301','20170302',2,6
741,119,4,'20170228','20170301','20170301',3,8
742,433,4,'20170228','20170301','20170301',3,9
743,137,4,'20170301','20170304','20170304',2,6
744,166,4,'20170301','20170302','20170302',2,7
745,698,4,'20170301','20170303','20170303',2,7
746,391,4,'20170302','20170304','20170305',1,3
747,87,4,'20170303','20170304','20170305',1,3
748,1072,4,'20170303','20170305','20170304',3,8
749,255,4,'20170304','20170307','20170305',2,7
750,232,4,'20170304','20170307','20170305',3,8
751,731,4,'20170305','20170308','20170307',1,3
752,335,4,'20170305','20170306','20170307',2,6
753,1201,4,'20170305','20170308','20170308',2,7
754,646,4,'20170306','20170307','20170308',1,2
755,531,4,'20170306','20170307','20170307',2,6
756,1143,4,'20170306','20170307','20170309',2,6
757,1336,4,'20170306','20170308','20170309',2,7
758,953,4,'20170306','20170308','20170307',3,9
759,284,4,'20170307','20170309','20170308',2,7
760,1104,4,'20170307','20170310','20170310',2,6
761,1291,4,'20170307','20170308','20170310',2,7
762,572,4,'20170308','20170309','20170309',2,6
763,842,4,'20170308','20170310','20170309',3,9
764,701,4,'20170309','20170310','20170312',1,2
765,1152,4,'20170309','20170311','20170312',1,2
766,141,4,'20170309','20170311','20170312',2,6
767,564,4,'20170309','20170310','20170311',2,7
768,841,4,'20170309','20170312','20170310',2,7
769,946,4,'20170309','20170311','20170311',2,6
770,135,4,'20170309','20170311','20170311',3,9
771,671,4,'20170311','20170314','20170312',1,3
772,448,4,'20170311','20170312','20170313',2,7
773,1385,4,'20170311','20170312','20170312',2,6
774,690,4,'20170312','20170314','20170314',2,6
775,968,4,'20170312','20170313','20170313',2,6
776,490,4,'20170313','20170315','20170316',2,6
777,496,4,'20170313','20170316','20170316',2,6
778,56,3,'20170315','20170315',NULL,3,9
779,367,4,'20170315','20170316','20170318',2,6
780,592,4,'20170315','20170317','20170317',2,6
781,1018,4,'20170315','20170316','20170317',2,6
782,1298,4,'20170315','20170316','20170318',2,7
783,1343,4,'20170316','20170319','20170317',1,2
784,430,4,'20170316','20170319','20170319',2,7
785,794,4,'20170318','20170319','20170320',1,2
786,249,4,'20170318','20170320','20170319',2,6
787,700,4,'20170318','20170320','20170319',3,9
788,1363,4,'20170318','20170320','20170320',3,9
789,772,4,'20170319','20170320','20170320',2,6
790,1015,4,'20170319','20170321','20170322',2,7
791,432,4,'20170320','20170322','20170323',2,6
792,479,4,'20170322','20170323','20170324',2,6
793,653,4,'20170323','20170324','20170324',2,6
794,863,4,'20170323','20170325','20170324',2,7
795,992,4,'20170323','20170325','20170326',2,7
796,154,4,'20170323','20170326','20170325',3,9
797,374,4,'20170324','20170326','20170326',2,7
798,619,4,'20170326','20170328','20170329',1,3
799,607,4,'20170327','20170328','20170329',1,3
800,1057,4,'20170327','20170329','20170328',2,6
801,78,4,'20170328','20170329','20170330',1,2
802,340,4,'20170328','20170329','20170330',2,6
803,1105,4,'20170328','20170331','20170330',3,8
804,95,4,'20170329','20170331','20170330',2,6
805,420,4,'20170329','20170330','20170401',2,6
806,234,4,'20170330','20170331','20170331',2,7
807,1148,4,'20170330','20170401','20170402',2,6
808,315,4,'20170331','20170402','20170402',2,6
809,1222,4,'20170331','20170403','20170403',2,7
810,153,3,'20170401','20170401',NULL,3,8
811,524,4,'20170401','20170404','20170404',2,7
812,1164,4,'20170401','20170402','20170403',2,7
813,1203,4,'20170401','20170403','20170402',3,9
814,629,4,'20170402','20170405','20170403',2,7
815,1251,4,'20170403','20170405','20170404',1,3
816,811,4,'20170403','20170405','20170405',2,6
817,301,4,'20170404','20170405','20170407',2,7
818,1319,4,'20170404','20170407','20170407',2,6
819,221,4,'20170404','20170407','20170405',3,9
820,725,4,'20170405','20170408','20170407',2,7
821,1181,4,'20170405','20170407','20170408',2,7
822,294,4,'20170406','20170408','20170409',2,7
823,415,4,'20170406','20170407','20170408',3,8
824,993,4,'20170407','20170409','20170410',1,2
825,10,4,'20170407','20170408','20170409',2,7
826,45,4,'20170407','20170410','20170410',2,6
827,666,4,'20170407','20170410','20170410',2,7
828,246,4,'20170409','20170410','20170412',2,6
829,674,4,'20170409','20170410','20170410',2,7
830,431,4,'20170411','20170414','20170412',2,6
831,1000,4,'20170411','20170412','20170412',2,7
832,1215,4,'20170411','20170412','20170412',2,7
833,406,4,'20170412','20170414','20170415',2,7
834,890,4,'20170412','20170413','20170415',2,6
835,940,4,'20170413','20170415','20170414',1,2
836,455,4,'20170413','20170416','20170414',2,6
837,948,4,'20170413','20170416','20170414',2,7
838,1395,4,'20170414','20170417','20170415',2,7
839,1332,4,'20170415','20170418','20170416',1,3
840,372,4,'20170415','20170416','20170416',2,6
841,428,4,'20170415','20170418','20170417',2,7
842,1133,4,'20170415','20170418','20170416',2,6
843,1059,4,'20170416','20170417','20170419',2,7
844,1436,4,'20170416','20170417','20170418',2,6
845,662,4,'20170417','20170418','20170418',2,7
846,715,4,'20170417','20170419','20170419',2,6
847,329,4,'20170418','20170419','20170419',2,7
848,597,4,'20170418','20170420','20170420',2,7
849,776,4,'20170419','20170420','20170421',1,2
850,1346,4,'20170419','20170422','20170422',1,3
851,1139,4,'20170420','20170421','20170422',2,6
852,13,4,'20170421','20170423','20170422',3,9
853,883,4,'20170421','20170424','20170424',3,8
854,177,4,'20170422','20170425','20170423',2,6
855,775,4,'20170422','20170423','20170425',2,6
856,477,4,'20170423','20170425','20170426',2,6
857,1402,4,'20170424','20170425','20170426',2,7
858,162,4,'20170425','20170427','20170428',2,6
859,644,4,'20170425','20170426','20170426',2,6
860,473,4,'20170427','20170429','20170428',2,7
861,1177,4,'20170427','20170429','20170430',2,7
862,1230,4,'20170427','20170430','20170429',3,8
863,446,4,'20170428','20170430','20170501',2,7
864,902,4,'20170428','20170430','20170429',2,6
865,974,4,'20170429','20170502','20170501',2,6
866,1410,4,'20170429','20170430','20170501',2,6
867,97,4,'20170501','20170503','20170502',1,3
868,868,4,'20170501','20170504','20170502',1,3
869,844,4,'20170501','20170504','20170502',2,7
870,1416,4,'20170501','20170504','20170502',2,6
871,358,4,'20170502','20170504','20170503',2,7
872,394,4,'20170503','20170506','20170506',1,3
873,829,4,'20170503','20170505','20170505',2,7
874,661,4,'20170504','20170505','20170506',2,7
875,386,4,'20170505','20170506','20170508',1,3
876,1046,4,'20170505','20170508','20170506',2,7
877,784,4,'20170506','20170507','20170508',2,6
878,224,4,'20170507','20170510','20170509',1,3
879,214,4,'20170508','20170509','20170509',2,7
880,1206,4,'20170508','20170511','20170510',2,6
881,1024,4,'20170508','20170511','20170511',3,9
882,196,4,'20170509','20170512','20170510',2,6
883,507,4,'20170511','20170513','20170514',2,6
884,871,4,'20170511','20170513','20170512',2,7
885,66,3,'20170513','20170513',NULL,3,8
886,1396,4,'20170513','20170514','20170515',1,2
887,1195,4,'20170513','20170515','20170515',2,6
888,1038,4,'20170514','20170516','20170516',2,7
889,830,4,'20170514','20170517','20170515',3,8
890,171,4,'20170515','20170518','20170518',2,6
891,384,4,'20170515','20170518','20170516',2,6
892,651,4,'20170515','20170518','20170517',2,7
893,1293,4,'20170516','20170519','20170519',2,7
894,1320,4,'20170516','20170519','20170519',2,6
895,857,4,'20170518','20170521','20170519',2,6
896,376,4,'20170519','20170522','20170521',3,9
897,47,4,'20170520','20170521','20170521',1,2
898,352,4,'20170520','20170521','20170522',2,6
899,605,4,'20170520','20170521','20170521',2,7
900,971,4,'20170520','20170521','20170522',2,6
901,345,4,'20170521','20170522','20170524',2,7
902,1278,4,'20170521','20170524','20170522',2,6
903,179,4,'20170522','20170523','20170524',2,7
904,1020,4,'20170523','20170526','20170524',1,2
905,609,4,'20170523','20170526','20170524',2,6
906,877,4,'20170523','20170526','20170526',2,7
907,120,4,'20170524','20170526','20170527',1,2
908,402,4,'20170525','20170528','20170527',2,7
909,188,4,'20170526','20170527','20170528',1,2
910,342,4,'20170526','20170528','20170528',2,7
911,887,4,'20170526','20170529','20170529',2,6
912,519,4,'20170527','20170529','20170529',1,2
913,699,4,'20170527','20170529','20170529',2,6
914,1068,4,'20170528','20170531','20170531',1,2
915,215,4,'20170528','20170530','20170530',2,6
916,718,4,'20170528','20170529','20170529',2,6
917,881,4,'20170529','20170531','20170601',1,2
918,242,4,'20170530','20170531','20170531',1,3
919,781,4,'20170530','20170531','20170531',2,7
920,966,4,'20170530','20170601','20170602',2,7
921,628,4,'20170531','20170602','20170602',2,6
922,656,4,'20170531','20170601','20170603',2,6
923,769,4,'20170531','20170603','20170602',2,7
924,68,3,'20170602','20170602',NULL,3,8
925,1316,4,'20170602','20170605','20170603',2,7
926,233,4,'20170603','20170605','20170606',1,2
927,1438,4,'20170603','20170605','20170606',1,2
928,957,4,'20170605','20170606','20170606',1,3
929,472,4,'20170605','20170606','20170608',2,6
930,1224,4,'20170605','20170606','20170606',3,9
931,631,4,'20170607','20170608','20170608',2,6
932,804,4,'20170607','20170608','20170609',2,6
933,909,4,'20170607','20170610','20170608',2,6
934,93,4,'20170609','20170610','20170612',2,7
935,43,3,'20170610','20170610',NULL,3,8
936,265,4,'20170610','20170613','20170612',2,6
937,73,4,'20170611','20170614','20170613',2,7
938,129,4,'20170611','20170612','20170612',2,6
939,1407,4,'20170611','20170612','20170614',2,6
940,585,4,'20170612','20170614','20170613',1,2
941,736,4,'20170612','20170614','20170614',1,2
942,537,4,'20170613','20170616','20170615',2,6
943,1025,4,'20170613','20170615','20170615',2,6
944,138,4,'20170614','20170615','20170617',1,3
945,167,4,'20170614','20170615','20170616',2,7
946,525,4,'20170614','20170616','20170615',2,6
947,278,4,'20170615','20170618','20170617',1,3
948,618,4,'20170615','20170617','20170617',2,6
949,867,4,'20170616','20170618','20170617',1,3
950,142,4,'20170616','20170619','20170618',2,6
951,339,4,'20170616','20170619','20170619',2,7
952,355,4,'20170616','20170618','20170618',2,7
953,658,4,'20170616','20170618','20170617',2,7
954,611,4,'20170617','20170620','20170620',2,6
955,880,4,'20170617','20170619','20170618',2,6
956,1184,4,'20170617','20170619','20170620',2,6
957,722,4,'20170617','20170620','20170620',3,9
958,1276,4,'20170618','20170620','20170619',1,2
959,650,4,'20170618','20170621','20170621',2,7
960,1390,4,'20170618','20170619','20170619',2,7
961,82,4,'20170619','20170621','20170622',1,2
962,570,4,'20170619','20170622','20170620',2,7
963,1432,4,'20170619','20170621','20170621',2,6
964,404,4,'20170620','20170622','20170622',2,7
965,457,4,'20170620','20170622','20170623',2,6
966,389,4,'20170620','20170622','20170622',3,8
967,1323,4,'20170621','20170624','20170624',2,6
968,1403,4,'20170621','20170623','20170623',2,6
969,248,4,'20170621','20170624','20170622',3,9
970,836,4,'20170622','20170625','20170623',2,7
971,1426,4,'20170622','20170623','20170624',3,8
972,270,4,'20170623','20170624','20170625',2,7
973,238,4,'20170624','20170627','20170627',2,6
974,511,4,'20170624','20170627','20170627',3,8
975,1092,4,'20170625','20170627','20170628',2,6
976,1266,4,'20170625','20170628','20170627',3,9
977,400,4,'20170626','20170628','20170627',2,7
978,1123,4,'20170626','20170628','20170627',2,6
979,1190,4,'20170626','20170629','20170627',2,6
980,328,4,'20170626','20170628','20170627',3,9
981,687,4,'20170626','20170629','20170628',3,8
982,1423,4,'20170626','20170629','20170628',3,9
983,1158,4,'20170627','20170628','20170629',2,6
984,1287,4,'20170627','20170628','20170629',2,7
985,461,4,'20170630','20170702','20170701',2,6
986,556,4,'20170630','20170703','20170701',2,7
987,172,4,'20170702','20170704','20170704',1,2
988,436,4,'20170702','20170704','20170705',2,6
989,1145,4,'20170702','20170704','20170703',2,6
990,706,4,'20170704','20170707','20170707',2,7
991,751,4,'20170706','20170707','20170709',1,2
992,723,4,'20170707','20170710','20170709',2,7
993,1415,4,'20170709','20170711','20170711',1,3
994,419,4,'20170709','20170711','20170711',2,7
995,621,4,'20170711','20170713','20170714',1,2
996,915,4,'20170711','20170712','20170712',1,2
997,485,4,'20170711','20170713','20170714',2,7
998,219,4,'20170712','20170713','20170714',2,7
999,590,4,'20170712','20170713','20170714',2,6
1000,645,4,'20170712','20170714','20170715',2,7
1001,354,4,'20170713','20170716','20170715',2,6
1002,1418,4,'20170714','20170716','20170716',1,3
1003,503,4,'20170714','20170716','20170716',2,7
1004,1389,4,'20170714','20170717','20170716',2,6
1005,266,4,'20170715','20170717','20170716',2,7
1006,1070,4,'20170715','20170718','20170717',2,7
1007,1115,4,'20170716','20170717','20170717',2,6
1008,1345,4,'20170716','20170718','20170718',2,6
1009,1064,4,'20170716','20170719','20170719',3,8
1010,8,3,'20170718','20170718',NULL,2,7
1011,495,4,'20170718','20170721','20170721',1,3
1012,620,4,'20170718','20170720','20170720',2,7
1013,174,4,'20170719','20170722','20170721',2,6
1014,748,4,'20170719','20170721','20170721',2,6
1015,799,4,'20170719','20170722','20170721',2,7
1016,1417,4,'20170719','20170720','20170721',3,9
1017,168,4,'20170720','20170721','20170723',2,6
1018,290,4,'20170722','20170723','20170723',2,6
1019,408,4,'20170722','20170723','20170724',2,7
1020,16,3,'20170723','20170723',NULL,2,6
1021,125,4,'20170723','20170724','20170726',2,6
1022,353,4,'20170723','20170726','20170724',2,7
1023,356,4,'20170723','20170726','20170725',2,6
1024,837,4,'20170723','20170725','20170726',2,7
1025,1304,4,'20170723','20170726','20170726',2,6
1026,1370,4,'20170726','20170728','20170729',1,2
1027,588,4,'20170726','20170728','20170728',2,6
1028,1273,4,'20170727','20170728','20170730',2,7
1029,407,4,'20170729','20170730','20170801',1,3
1030,161,4,'20170729','20170730','20170731',2,6
1031,1308,4,'20170730','20170801','20170802',1,2
1032,429,4,'20170730','20170802','20170801',2,6
1033,582,4,'20170730','20170731','20170802',2,7
1034,895,4,'20170730','20170731','20170731',2,7
1035,1283,4,'20170730','20170802','20170802',2,6
1036,1442,4,'20170730','20170801','20170731',2,6
1037,1229,4,'20170731','20170802','20170803',2,6
1038,1281,4,'20170731','20170801','20170803',2,7
1039,1077,4,'20170802','20170804','20170803',2,7
1040,1225,4,'20170804','20170807','20170805',1,2
1041,70,4,'20170804','20170806','20170805',2,7
1042,539,4,'20170806','20170807','20170807',2,7
1043,1235,4,'20170806','20170809','20170808',2,6
1044,1270,4,'20170807','20170810','20170808',2,7
1045,185,4,'20170807','20170809','20170810',3,9
1046,1134,4,'20170807','20170809','20170808',3,8
1047,116,3,'20170808','20170808',NULL,3,8
1048,777,4,'20170808','20170810','20170809',2,7
1049,194,4,'20170809','20170811','20170810',1,2
1050,239,4,'20170809','20170812','20170812',1,3
1051,209,4,'20170810','20170811','20170811',2,7
1052,460,4,'20170810','20170812','20170813',2,6
1053,1439,4,'20170810','20170811','20170812',2,6
1054,189,4,'20170811','20170812','20170812',2,7
1055,140,4,'20170812','20170815','20170815',2,6
1056,325,4,'20170812','20170815','20170813',2,7
1057,456,4,'20170812','20170815','20170813',2,7
1058,782,4,'20170813','20170816','20170814',2,6
1059,6,4,'20170814','20170817','20170817',2,7
1060,182,4,'20170815','20170818','20170817',2,6
1061,655,4,'20170815','20170818','20170818',2,7
1062,1210,4,'20170815','20170817','20170818',2,6
1063,198,4,'20170816','20170819','20170819',3,8
1064,898,4,'20170816','20170818','20170819',3,9
1065,25,4,'20170817','20170819','20170819',2,7
1066,106,4,'20170817','20170820','20170819',2,7
1067,225,4,'20170817','20170819','20170819',2,7
1068,453,4,'20170817','20170820','20170819',2,7
1069,493,4,'20170817','20170819','20170818',2,6
1070,596,4,'20170817','20170820','20170818',2,7
1071,602,4,'20170817','20170820','20170818',3,8
1072,47,3,'20170818','20170818',NULL,1,3
1073,911,4,'20170818','20170819','20170821',2,7
1074,11,3,'20170819','20170819',NULL,2,6
1075,1003,4,'20170819','20170821','20170822',1,3
1076,42,4,'20170819','20170822','20170822',2,6
1077,412,4,'20170819','20170820','20170821',2,6
1078,793,4,'20170819','20170821','20170820',2,6
1079,812,4,'20170819','20170820','20170820',2,7
1080,1086,4,'20170819','20170820','20170820',2,7
1081,1106,4,'20170819','20170822','20170822',2,6
1082,1327,4,'20170820','20170822','20170821',2,6
1083,1372,4,'20170820','20170823','20170823',2,6
1084,2,4,'20170821','20170824','20170823',1,2
1085,305,4,'20170821','20170823','20170823',1,3
1086,220,4,'20170821','20170823','20170824',2,7
1087,675,4,'20170822','20170823','20170825',3,8
1088,1160,4,'20170822','20170823','20170823',3,8
1089,46,3,'20170823','20170823',NULL,1,2
1090,1427,4,'20170824','20170826','20170826',1,2
1091,1260,4,'20170824','20170825','20170825',2,7
1092,40,4,'20170825','20170828','20170827',1,2
1093,326,4,'20170825','20170828','20170826',1,3
1094,828,4,'20170825','20170827','20170828',2,6
1095,1382,4,'20170826','20170828','20170827',3,9
1096,589,4,'20170827','20170829','20170829',1,2
1097,1311,4,'20170827','20170830','20170828',2,6
1098,752,4,'20170828','20170830','20170830',1,2
1099,1128,4,'20170828','20170829','20170830',2,6
1100,1392,4,'20170828','20170829','20170829',2,7
1101,379,4,'20170829','20170830','20170830',2,7
1102,1317,4,'20170829','20170831','20170831',2,6
1103,1394,4,'20170831','20170902','20170902',2,7
1104,268,4,'20170901','20170904','20170903',2,6
1105,747,4,'20170901','20170904','20170903',3,8
1106,1009,4,'20170902','20170904','20170904',2,6
1107,1424,4,'20170902','20170905','20170905',2,7
1108,735,4,'20170903','20170905','20170904',1,3
1109,23,4,'20170903','20170904','20170904',2,6
1110,912,4,'20170904','20170907','20170907',2,6
1111,930,4,'20170904','20170906','20170905',2,6
1112,798,4,'20170905','20170908','20170907',2,7
1113,388,4,'20170906','20170908','20170907',2,7
1114,1036,4,'20170906','20170908','20170908',2,6
1115,1100,4,'20170907','20170909','20170909',2,6
1116,52,4,'20170908','20170910','20170910',2,7
1117,334,4,'20170908','20170910','20170910',2,6
1118,1023,4,'20170908','20170911','20170911',2,6
1119,749,4,'20170910','20170912','20170913',1,2
1120,1269,4,'20170910','20170912','20170913',2,7
1121,143,4,'20170911','20170913','20170912',2,7
1122,1132,4,'20170912','20170914','20170914',2,6
1123,598,4,'20170913','20170914','20170914',2,7
1124,275,4,'20170913','20170914','20170916',3,9
1125,945,4,'20170914','20170915','20170915',2,7
1126,1213,4,'20170914','20170916','20170915',3,8
1127,494,4,'20170915','20170916','20170916',2,7
1128,936,4,'20170915','20170917','20170916',2,6
1129,663,4,'20170917','20170918','20170920',2,6
1130,69,4,'20170918','20170920','20170920',1,3
1131,1178,4,'20170918','20170920','20170919',1,3
1132,351,4,'20170919','20170920','20170920',2,6
1133,517,4,'20170919','20170921','20170921',2,7
1134,978,4,'20170919','20170922','20170920',2,6
1135,1347,4,'20170919','20170921','20170920',2,6
1136,1050,4,'20170920','20170921','20170921',2,6
1137,810,4,'20170920','20170923','20170923',3,8
1138,254,4,'20170921','20170923','20170922',1,2
1139,1006,4,'20170921','20170922','20170923',1,2
1140,1063,4,'20170921','20170922','20170922',3,8
1141,1076,4,'20170922','20170923','20170924',1,2
1142,554,4,'20170923','20170926','20170926',1,3
1143,1087,4,'20170924','20170926','20170927',1,2
1144,1414,4,'20170924','20170927','20170927',2,7
1145,617,4,'20170925','20170927','20170926',2,6
1146,757,4,'20170925','20170926','20170928',2,7
1147,1344,4,'20170925','20170926','20170927',2,6
1148,1379,4,'20170925','20170926','20170927',2,7
1149,787,4,'20170927','20170930','20170930',2,7
1150,1183,4,'20170928','20171001','20170930',2,7
1151,708,4,'20170929','20170930','20170930',1,3
1152,1244,4,'20170929','20171002','20171001',2,6
1153,720,4,'20170930','20171003','20171003',2,7
1154,789,4,'20170930','20171003','20171003',2,7
1155,865,4,'20170930','20171001','20171001',2,7
1156,869,4,'20170930','20171003','20171003',2,7
1157,24,4,'20171001','20171003','20171004',1,3
1158,889,4,'20171001','20171003','20171002',1,2
1159,1221,4,'20171001','20171002','20171003',1,3
1160,1262,4,'20171001','20171002','20171004',1,2
1161,41,4,'20171001','20171004','20171002',2,7
1162,888,4,'20171001','20171003','20171003',2,6
1163,934,4,'20171001','20171002','20171002',2,6
1164,1067,4,'20171001','20171002','20171003',2,6
1165,652,4,'20171002','20171003','20171005',2,7
1166,286,4,'20171003','20171004','20171004',2,7
1167,900,4,'20171004','20171007','20171006',1,2
1168,1031,4,'20171004','20171005','20171006',2,6
1169,1421,4,'20171004','20171006','20171007',2,7
1170,534,4,'20171005','20171007','20171006',2,6
1171,826,4,'20171005','20171006','20171008',2,6
1172,1339,4,'20171007','20171010','20171009',2,7
1173,548,4,'20171008','20171010','20171009',2,7
1174,1109,4,'20171008','20171010','20171011',2,6
1175,292,4,'20171009','20171011','20171012',2,6
1176,1111,4,'20171010','20171013','20171011',3,9
1177,21,3,'20171012','20171012',NULL,3,9
1178,771,4,'20171012','20171015','20171013',2,6
1179,1150,4,'20171012','20171015','20171015',3,9
1180,1065,4,'20171013','20171016','20171016',1,3
1181,1022,4,'20171013','20171016','20171015',2,7
1182,1422,4,'20171013','20171014','20171016',2,7
1183,216,4,'20171014','20171017','20171017',2,6
1184,369,4,'20171014','20171015','20171016',2,6
1185,960,4,'20171014','20171016','20171017',2,6
1186,1120,4,'20171014','20171016','20171015',2,6
1187,486,4,'20171015','20171018','20171016',2,6
1188,647,4,'20171015','20171018','20171017',2,7
